ID,Store_id,Store_Type,Location_Type,Region_Code,Date,Holiday,Discount,#Order,Sales
T1142201,21,S3,L2,R4,2019-01-25,0,No,110,66603.0
T1142202,159,S2,L1,R3,2019-01-25,0,Yes,36,24930.0
T1142203,213,S1,L1,R2,2019-01-25,0,Yes,73,42555.0
T1142204,248,S1,L1,R2,2019-01-25,0,Yes,66,48324.0
T1142205,25,S1,L3,R1,2019-01-25,0,No,64,34047.0
T1142206,211,S4,L2,R1,2019-01-25,0,Yes,138,75669.0
T1142207,204,S4,L1,R3,2019-01-25,0,Yes,107,63474.0
T1142208,310,S2,L5,R1,2019-01-25,0,Yes,57,33333.0
T1142209,174,S1,L1,R4,2019-01-25,0,Yes,58,38076.0
T1142210,294,S4,L2,R2,2019-01-25,0,Yes,154,88113.0
T1142211,105,S4,L2,R1,2019-01-25,0,Yes,118,67782.0
T1142212,17,S1,L1,R2,2019-01-25,0,Yes,65,36135.0
T1142213,322,S2,L3,R4,2019-01-25,0,Yes,53,41127.0
T1142214,49,S4,L1,R2,2019-01-25,0,Yes,111,61359.0
T1142215,106,S1,L1,R4,2019-01-25,0,Yes,66,44430.0
T1142216,138,S1,L1,R1,2019-01-25,0,No,29,16413.0
T1142217,50,S3,L2,R4,2019-01-25,0,Yes,85,63315.0
T1142218,285,S1,L3,R3,2019-01-25,0,Yes,62,41763.0
T1142219,133,S1,L1,R4,2019-01-25,0,Yes,78,48702.0
T1142220,81,S3,L2,R1,2019-01-25,0,Yes,89,66201.0
T1142221,109,S1,L1,R1,2019-01-25,0,Yes,74,47898.0
T1142222,296,S1,L1,R1,2019-01-25,0,Yes,62,37332.0
T1142223,107,S1,L3,R3,2019-01-25,0,Yes,72,42642.0
T1142224,183,S1,L3,R1,2019-01-25,0,Yes,95,53886.0
T1142225,168,S2,L3,R3,2019-01-25,0,Yes,55,40185.0
T1142226,143,S3,L2,R3,2019-01-25,0,Yes,66,47085.0
T1142227,272,S2,L4,R2,2019-01-25,0,Yes,61,38292.0
T1142228,37,S1,L3,R3,2019-01-25,0,Yes,55,38658.0
T1142229,14,S3,L2,R4,2019-01-25,0,Yes,101,77490.0
T1142230,27,S1,L3,R3,2019-01-25,0,Yes,61,43110.0
T1142231,115,S4,L2,R1,2019-01-25,0,Yes,151,80586.0
T1142232,181,S3,L1,R3,2019-01-25,0,Yes,108,61632.0
T1142233,292,S1,L1,R1,2019-01-25,0,Yes,49,31824.0
T1142234,218,S1,L3,R2,2019-01-25,0,Yes,55,32529.0
T1142235,80,S1,L1,R1,2019-01-25,0,Yes,76,51645.0
T1142236,164,S1,L1,R3,2019-01-25,0,Yes,68,47214.0
T1142237,230,S2,L4,R4,2019-01-25,0,Yes,39,26025.0
T1142238,253,S4,L2,R1,2019-01-25,0,Yes,115,67785.0
T1142239,358,S3,L1,R1,2019-01-25,0,Yes,79,48555.0
T1142240,64,S3,L1,R2,2019-01-25,0,Yes,69,42033.0
T1142241,20,S1,L1,R1,2019-01-25,0,Yes,52,41649.0
T1142242,318,S1,L3,R2,2019-01-25,0,Yes,66,39822.0
T1142243,62,S2,L5,R1,2019-01-25,0,Yes,41,23988.0
T1142244,69,S1,L1,R4,2019-01-25,0,Yes,54,34536.0
T1142245,330,S4,L2,R1,2019-01-25,0,Yes,129,77976.0
T1142246,78,S1,L1,R4,2019-01-25,0,Yes,63,46482.0
T1142247,122,S1,L1,R2,2019-01-25,0,Yes,63,46365.0
T1142248,254,S4,L1,R1,2019-01-25,0,Yes,112,69132.0
T1142249,79,S2,L5,R4,2019-01-25,0,Yes,48,30645.0
T1142250,160,S4,L2,R1,2019-01-25,0,Yes,192,105618.0
T1142251,61,S1,L1,R3,2019-01-25,0,Yes,76,45813.0
T1142252,142,S2,L1,R3,2019-01-25,0,Yes,43,30531.0
T1142253,7,S3,L1,R3,2019-01-25,0,Yes,94,55005.0
T1142254,16,S1,L3,R1,2019-01-25,0,Yes,87,51186.0
T1142255,36,S1,L3,R4,2019-01-25,0,Yes,85,53889.0
T1142256,233,S1,L3,R3,2019-01-25,0,No,34,17913.0
T1142257,307,S1,L5,R2,2019-01-25,0,No,28,14325.0
T1142258,1,S1,L3,R1,2019-01-25,0,Yes,73,42051.0
T1142259,306,S1,L3,R2,2019-01-25,0,Yes,56,38916.0
T1142260,229,S1,L1,R2,2019-01-25,0,Yes,64,39468.0
T1142261,40,S1,L1,R4,2019-01-25,0,Yes,51,37386.0
T1142262,323,S1,L4,R1,2019-01-25,0,No,46,24750.0
T1142263,249,S1,L3,R2,2019-01-25,0,Yes,103,60969.0
T1142264,271,S1,L3,R2,2019-01-25,0,Yes,70,38814.0
T1142265,2,S3,L1,R3,2019-01-25,0,Yes,93,58209.0
T1142266,279,S2,L3,R2,2019-01-25,0,Yes,46,28998.0
T1142267,124,S3,L2,R3,2019-01-25,0,Yes,113,81648.0
T1142268,191,S3,L1,R1,2019-01-25,0,Yes,80,42990.0
T1142269,161,S1,L1,R3,2019-01-25,0,Yes,60,49032.0
T1142270,348,S3,L1,R1,2019-01-25,0,Yes,96,52464.0
T1142271,327,S4,L1,R3,2019-01-25,0,Yes,120,64929.0
T1142272,189,S2,L3,R3,2019-01-25,0,No,52,33819.0
T1142273,314,S1,L1,R2,2019-01-25,0,Yes,85,53778.0
T1142274,341,S1,L1,R2,2019-01-25,0,Yes,76,45198.0
T1142275,26,S1,L1,R3,2019-01-25,0,Yes,94,60288.0
T1142276,333,S1,L1,R3,2019-01-25,0,Yes,68,51510.0
T1142277,15,S4,L2,R1,2019-01-25,0,Yes,120,67074.0
T1142278,275,S4,L1,R1,2019-01-25,0,No,66,36615.0
T1142279,237,S2,L3,R3,2019-01-25,0,No,34,24018.0
T1142280,8,S4,L2,R2,2019-01-25,0,No,46,27018.0
T1142281,329,S4,L2,R3,2019-01-25,0,Yes,115,71964.0
T1142282,195,S4,L1,R1,2019-01-25,0,No,83,41157.0
T1142283,116,S2,L3,R3,2019-01-25,0,No,43,28716.0
T1142284,187,S1,L1,R1,2019-01-25,0,Yes,58,37704.0
T1142285,137,S4,L1,R1,2019-01-25,0,Yes,111,66924.0
T1142286,146,S4,L2,R1,2019-01-25,0,Yes,189,106524.0
T1142287,102,S4,L2,R1,2019-01-25,0,Yes,124,80232.0
T1142288,44,S1,L3,R2,2019-01-25,0,Yes,70,38646.0
T1142289,9,S1,L1,R1,2019-01-25,0,No,53,31623.0
T1142290,365,S2,L1,R2,2019-01-25,0,Yes,69,47988.0
T1142291,301,S1,L3,R2,2019-01-25,0,Yes,65,38607.0
T1142292,51,S1,L1,R2,2019-01-25,0,Yes,54,35772.0
T1142293,147,S4,L2,R4,2019-01-25,0,No,119,60963.0
T1142294,83,S2,L5,R1,2019-01-25,0,Yes,34,24480.0
T1142295,103,S1,L3,R3,2019-01-25,0,Yes,82,49782.0
T1142296,182,S3,L1,R1,2019-01-25,0,No,77,41226.0
T1142297,71,S2,L5,R1,2019-01-25,0,Yes,43,28494.0
T1142298,172,S1,L1,R1,2019-01-25,0,No,52,30159.0
T1142299,24,S1,L1,R2,2019-01-25,0,Yes,76,47445.0
T1142300,169,S1,L2,R4,2019-01-25,0,Yes,56,38682.0
T1142301,232,S1,L1,R4,2019-01-25,0,Yes,47,31500.0
T1142302,361,S1,L3,R1,2019-01-25,0,Yes,73,44328.0
T1142303,163,S1,L2,R3,2019-01-25,0,Yes,85,66447.0
T1142304,343,S1,L1,R2,2019-01-25,0,Yes,68,50898.0
T1142305,305,S4,L1,R1,2019-01-25,0,Yes,125,72087.0
T1142306,84,S1,L1,R3,2019-01-25,0,Yes,80,51894.0
T1142307,317,S3,L1,R1,2019-01-25,0,Yes,95,54588.0
T1142308,236,S1,L1,R3,2019-01-25,0,Yes,60,39486.0
T1142309,180,S1,L3,R2,2019-01-25,0,Yes,52,33093.0
T1142310,139,S4,L2,R2,2019-01-25,0,Yes,139,85668.0
T1142311,113,S2,L3,R3,2019-01-25,0,Yes,44,34161.0
T1142312,125,S4,L2,R1,2019-01-25,0,Yes,121,67923.0
T1142313,74,S3,L1,R2,2019-01-25,0,Yes,111,70302.0
T1142314,48,S1,L1,R2,2019-01-25,0,Yes,61,41799.0
T1142315,269,S1,L4,R1,2019-01-25,0,Yes,53,28929.0
T1142316,198,S4,L2,R3,2019-01-25,0,Yes,135,85527.0
T1142317,77,S2,L5,R3,2019-01-25,0,Yes,40,27249.0
T1142318,194,S1,L1,R2,2019-01-25,0,Yes,74,47694.0
T1142319,132,S1,L1,R3,2019-01-25,0,Yes,92,62292.0
T1142320,134,S1,L4,R1,2019-01-25,0,Yes,74,48141.0
T1142321,250,S2,L3,R4,2019-01-25,0,Yes,39,27456.0
T1142322,355,S2,L4,R2,2019-01-25,0,Yes,35,24090.0
T1142323,173,S4,L2,R1,2019-01-25,0,Yes,120,70830.0
T1142324,41,S1,L1,R2,2019-01-25,0,Yes,81,55878.0
T1142325,68,S1,L2,R4,2019-01-25,0,Yes,90,68841.0
T1142326,293,S2,L4,R2,2019-01-25,0,Yes,51,36468.0
T1142327,196,S1,L1,R3,2019-01-25,0,No,54,36045.0
T1142328,114,S3,L1,R4,2019-01-25,0,Yes,99,63633.0
T1142329,282,S1,L2,R2,2019-01-25,0,Yes,71,55398.0
T1142330,112,S1,L1,R3,2019-01-25,0,Yes,68,44046.0
T1142331,278,S4,L1,R4,2019-01-25,0,Yes,109,60654.0
T1142332,210,S1,L5,R1,2019-01-25,0,Yes,50,29103.0
T1142333,59,S1,L3,R1,2019-01-25,0,Yes,70,43197.0
T1142334,217,S4,L1,R1,2019-01-25,0,No,69,36471.0
T1142335,101,S1,L4,R3,2019-01-25,0,Yes,49,28830.0
T1142336,286,S4,L2,R4,2019-01-25,0,No,27,15681.0
T1142337,158,S4,L2,R2,2019-01-25,0,Yes,112,57189.0
T1142338,325,S3,L1,R2,2019-01-25,0,Yes,68,44769.0
T1142339,298,S4,L1,R1,2019-01-25,0,Yes,127,57993.0
T1142340,193,S2,L3,R4,2019-01-25,0,Yes,42,29190.0
T1142341,123,S4,L2,R3,2019-01-25,0,Yes,93,65343.0
T1142342,228,S1,L1,R1,2019-01-25,0,Yes,79,51627.0
T1142343,274,S4,L2,R4,2019-01-25,0,Yes,112,80241.0
T1142344,197,S2,L5,R1,2019-01-25,0,Yes,54,33723.0
T1142345,52,S1,L1,R3,2019-01-25,0,Yes,89,66348.0
T1142346,199,S1,L1,R4,2019-01-25,0,Yes,53,36024.0
T1142347,3,S4,L2,R1,2019-01-25,0,Yes,145,78615.0
T1142348,251,S2,L3,R1,2019-01-25,0,Yes,63,44781.0
T1142349,140,S4,L1,R1,2019-01-25,0,Yes,91,55881.0
T1142350,284,S4,L2,R3,2019-01-25,0,Yes,101,70188.0
T1142351,253,S4,L2,R1,2019-01-26,1,Yes,81,40671.0
T1142352,306,S1,L3,R2,2019-01-26,1,No,37,21014.64
T1142353,114,S3,L1,R4,2019-01-26,1,No,70,37543.47
T1142354,171,S4,L2,R3,2019-01-26,1,No,70,36639.0
T1142355,355,S2,L4,R2,2019-01-26,1,Yes,28,16140.3
T1142356,92,S1,L4,R2,2019-01-26,1,Yes,62,29704.5
T1142357,266,S1,L1,R4,2019-01-26,1,Yes,55,28442.4
T1142358,348,S3,L1,R1,2019-01-26,1,Yes,52,23084.16
T1142359,164,S1,L1,R3,2019-01-26,1,Yes,39,22190.58
T1142360,262,S1,L1,R1,2019-01-26,1,No,56,33332.04
T1142361,297,S2,L3,R4,2019-01-26,1,No,47,27124.95
T1142362,40,S1,L1,R4,2019-01-26,1,Yes,41,25048.620000000003
T1142363,284,S4,L2,R3,2019-01-26,1,No,60,33690.24
T1142364,12,S1,L3,R2,2019-01-26,1,Yes,54,26047.59
T1142365,64,S3,L1,R2,2019-01-26,1,Yes,36,18914.85
T1142366,91,S3,L1,R1,2019-01-26,1,Yes,47,23712.54
T1142367,176,S4,L2,R3,2019-01-26,1,No,79,44660.16
T1142368,42,S1,L4,R3,2019-01-26,1,Yes,40,20213.28
T1142369,250,S2,L3,R4,2019-01-26,1,Yes,30,17846.4
T1142370,96,S3,L1,R3,2019-01-26,1,Yes,52,25771.68
T1142371,113,S2,L3,R3,2019-01-26,1,Yes,27,16738.89
T1142372,120,S3,L2,R2,2019-01-26,1,No,46,26198.1
T1142373,249,S1,L3,R2,2019-01-26,1,No,65,31703.88
T1142374,2,S3,L1,R3,2019-01-26,1,No,65,34925.399999999994
T1142375,161,S1,L1,R3,2019-01-26,1,Yes,51,34322.399999999994
T1142376,326,S3,L1,R1,2019-01-26,1,No,72,39999.600000000006
T1142377,239,S3,L1,R3,2019-01-26,1,Yes,49,26307.45
T1142378,352,S4,L1,R1,2019-01-26,1,Yes,58,28778.4
T1142379,274,S4,L2,R4,2019-01-26,1,No,66,37713.27
T1142380,109,S1,L1,R1,2019-01-26,1,No,40,21554.1
T1142381,29,S1,L4,R2,2019-01-26,1,Yes,35,17238.0
T1142382,119,S1,L1,R3,2019-01-26,1,Yes,56,29712.48
T1142383,153,S4,L2,R1,2019-01-26,1,Yes,85,40357.8
T1142384,182,S3,L1,R1,2019-01-26,1,No,40,17727.18
T1142385,14,S3,L2,R4,2019-01-26,1,No,57,36420.3
T1142386,172,S1,L1,R1,2019-01-26,1,No,32,15682.68
T1142387,303,S4,L2,R1,2019-01-26,1,No,70,28517.58
T1142388,54,S1,L2,R3,2019-01-26,1,Yes,38,25515.0
T1142389,296,S1,L1,R1,2019-01-26,1,Yes,34,17172.72
T1142390,264,S3,L1,R3,2019-01-26,1,No,66,39004.56
T1142391,27,S1,L3,R3,2019-01-26,1,Yes,38,22848.300000000003
T1142392,272,S2,L4,R2,2019-01-26,1,No,50,26804.4
T1142393,361,S1,L3,R1,2019-01-26,1,No,57,29256.48
T1142394,129,S3,L1,R1,2019-01-26,1,No,55,26348.67
T1142395,26,S1,L1,R3,2019-01-26,1,Yes,71,37981.44
T1142396,292,S1,L1,R1,2019-01-26,1,Yes,25,13366.079999999998
T1142397,154,S1,L3,R2,2019-01-26,1,Yes,74,34513.23
T1142398,88,S2,L5,R2,2019-01-26,1,Yes,27,13842.179999999998
T1142399,218,S1,L3,R2,2019-01-26,1,Yes,36,17890.949999999997
T1142400,163,S1,L2,R3,2019-01-26,1,No,63,39868.2
T1142401,223,S2,L5,R2,2019-01-26,1,Yes,35,18067.86
T1142402,278,S4,L1,R4,2019-01-26,1,Yes,57,26081.22
T1142403,15,S4,L2,R1,2019-01-26,1,Yes,82,38232.18
T1142404,232,S1,L1,R4,2019-01-26,1,Yes,40,22050.0
T1142405,246,S3,L1,R3,2019-01-26,1,Yes,86,48087.9
T1142406,138,S1,L1,R1,2019-01-26,1,No,18,8534.76
T1142407,287,S1,L4,R1,2019-01-26,1,No,66,30535.680000000004
T1142408,300,S2,L5,R2,2019-01-26,1,No,37,16552.14
T1142409,351,S1,L4,R3,2019-01-26,1,No,49,25636.680000000004
T1142410,44,S1,L3,R2,2019-01-26,1,Yes,57,26665.74
T1142411,333,S1,L1,R3,2019-01-26,1,No,37,23179.5
T1142412,130,S1,L1,R3,2019-01-26,1,Yes,38,20302.800000000003
T1142413,133,S1,L1,R4,2019-01-26,1,Yes,53,27273.120000000003
T1142414,305,S4,L1,R1,2019-01-26,1,No,81,38206.11
T1142415,251,S2,L3,R1,2019-01-26,1,No,34,19703.64
T1142416,307,S1,L5,R2,2019-01-26,1,No,22,9597.75
T1142417,57,S4,L1,R1,2019-01-26,1,No,59,24882.0
T1142418,222,S4,L2,R2,2019-01-26,1,Yes,54,24200.25
T1142419,21,S3,L2,R4,2019-01-26,1,Yes,67,33301.5
T1142420,3,S4,L2,R1,2019-01-26,1,Yes,117,53458.2
T1142421,25,S1,L3,R1,2019-01-26,1,No,40,18044.91
T1142422,211,S4,L2,R1,2019-01-26,1,Yes,86,38591.19
T1142423,332,S2,L5,R1,2019-01-26,1,No,51,25902.45
T1142424,204,S4,L1,R3,2019-01-26,1,No,89,43797.06
T1142425,324,S1,L2,R3,2019-01-26,1,Yes,76,49639.2
T1142426,140,S4,L1,R1,2019-01-26,1,Yes,50,25146.45
T1142427,62,S2,L5,R1,2019-01-26,1,Yes,34,16551.72
T1142428,265,S2,L4,R2,2019-01-26,1,Yes,22,10551.24
T1142429,19,S1,L1,R3,2019-01-26,1,Yes,31,18440.91
T1142430,174,S1,L1,R4,2019-01-26,1,Yes,32,16753.44
T1142431,128,S1,L2,R2,2019-01-26,1,No,72,42517.8
T1142432,336,S4,L2,R1,2019-01-26,1,No,95,46941.57
T1142433,112,S1,L1,R3,2019-01-26,1,No,45,24225.300000000003
T1142434,162,S4,L1,R2,2019-01-26,1,No,66,32370.78
T1142435,55,S1,L1,R2,2019-01-26,1,Yes,42,21163.68
T1142436,71,S2,L5,R1,2019-01-26,1,No,35,19090.98
T1142437,94,S4,L2,R2,2019-01-26,1,Yes,64,31720.65
T1142438,185,S1,L1,R3,2019-01-26,1,No,35,17811.9
T1142439,196,S1,L1,R3,2019-01-26,1,No,35,19464.300000000003
T1142440,346,S4,L1,R1,2019-01-26,1,No,40,16653.9
T1142441,78,S1,L1,R4,2019-01-26,1,Yes,42,25565.1
T1142442,111,S1,L1,R2,2019-01-26,1,No,49,28372.32
T1142443,283,S4,L1,R1,2019-01-26,1,Yes,71,31469.79
T1142444,295,S1,L1,R1,2019-01-26,1,Yes,30,16266.12
T1142445,123,S4,L2,R3,2019-01-26,1,No,71,42472.95
T1142446,167,S1,L1,R2,2019-01-26,1,Yes,47,23314.17
T1142447,192,S1,L1,R3,2019-01-26,1,Yes,54,31156.050000000003
T1142448,184,S1,L2,R2,2019-01-26,1,Yes,29,16945.02
T1142449,90,S1,L1,R3,2019-01-26,1,Yes,67,37912.62
T1142450,76,S2,L3,R3,2019-01-26,1,Yes,30,18739.44
T1142451,298,S4,L1,R1,2019-01-26,1,Yes,93,34795.8
T1142452,66,S3,L3,R3,2019-01-26,1,Yes,68,31742.4
T1142453,231,S4,L2,R3,2019-01-26,1,No,78,38739.48
T1142454,347,S1,L1,R1,2019-01-26,1,No,49,27550.74
T1142455,281,S1,L4,R1,2019-01-26,1,No,30,12761.55
T1142456,217,S4,L1,R1,2019-01-26,1,No,37,15682.53
T1142457,320,S2,L3,R2,2019-01-26,1,No,34,18510.24
T1142458,339,S4,L2,R1,2019-01-26,1,No,84,38611.08
T1142459,263,S1,L5,R1,2019-01-26,1,Yes,70,29998.5
T1142460,273,S2,L3,R4,2019-01-26,1,No,24,14763.840000000002
T1142461,177,S2,L1,R4,2019-01-26,1,Yes,23,12880.65
T1142462,34,S1,L3,R1,2019-01-26,1,No,27,11108.19
T1142463,363,S1,L1,R2,2019-01-26,1,Yes,54,27052.2
T1142464,93,S1,L1,R4,2019-01-26,1,No,37,20560.32
T1142465,77,S2,L5,R3,2019-01-26,1,Yes,22,13079.52
T1142466,30,S1,L2,R2,2019-01-26,1,Yes,55,31412.22
T1142467,240,S3,L2,R3,2019-01-26,1,Yes,57,27833.22
T1142468,47,S4,L2,R2,2019-01-26,1,Yes,69,32361.72
T1142469,48,S1,L1,R2,2019-01-26,1,Yes,47,26751.36
T1142470,139,S4,L2,R2,2019-01-26,1,Yes,81,41120.64
T1142471,10,S4,L2,R3,2019-01-26,1,No,72,42579.0
T1142472,299,S1,L1,R3,2019-01-26,1,No,46,29511.0
T1142473,359,S2,L3,R2,2019-01-26,1,Yes,33,20526.78
T1142474,364,S2,L3,R2,2019-01-26,1,Yes,29,15247.26
T1142475,49,S4,L1,R2,2019-01-26,1,Yes,61,26384.370000000003
T1142476,79,S2,L5,R4,2019-01-26,1,Yes,29,15016.05
T1142477,61,S1,L1,R3,2019-01-26,1,Yes,61,30236.58
T1142478,212,S4,L2,R3,2019-01-26,1,Yes,82,45439.38
T1142479,142,S2,L1,R3,2019-01-26,1,Yes,24,13738.95
T1142480,224,S1,L2,R2,2019-01-26,1,Yes,50,28617.96
T1142481,207,S1,L1,R3,2019-01-26,1,Yes,27,15107.4
T1142482,236,S1,L1,R3,2019-01-26,1,Yes,37,19348.14
T1142483,36,S1,L3,R4,2019-01-26,1,Yes,55,29638.95
T1142484,122,S1,L1,R2,2019-01-26,1,Yes,40,24573.45
T1142485,288,S3,L2,R3,2019-01-26,1,Yes,63,33153.33
T1142486,56,S2,L5,R3,2019-01-26,1,Yes,27,13581.48
T1142487,155,S3,L1,R2,2019-01-26,1,Yes,66,35637.42
T1142488,173,S4,L2,R1,2019-01-26,1,Yes,66,31165.2
T1142489,89,S1,L4,R1,2019-01-26,1,Yes,42,19799.73
T1142490,110,S2,L3,R3,2019-01-26,1,No,29,17269.68
T1142491,301,S1,L3,R2,2019-01-26,1,Yes,54,27024.9
T1142492,293,S2,L4,R2,2019-01-26,1,Yes,37,22610.16
T1142493,309,S1,L5,R1,2019-01-26,1,No,32,12802.86
T1142494,342,S4,L1,R1,2019-01-26,1,No,66,28795.050000000003
T1142495,187,S1,L1,R1,2019-01-26,1,Yes,39,21114.24
T1142496,141,S1,L1,R2,2019-01-26,1,Yes,28,15646.5
T1142497,152,S2,L1,R1,2019-01-26,1,Yes,24,14621.64
T1142498,216,S2,L5,R1,2019-01-26,1,Yes,34,17855.64
T1142499,166,S1,L1,R2,2019-01-26,1,Yes,34,19952.73
T1142500,70,S1,L1,R3,2019-01-26,1,No,27,12900.96
T1142501,344,S1,L5,R1,2019-01-26,1,Yes,53,22307.4
T1142502,135,S1,L1,R4,2019-01-26,1,No,37,22122.03
T1142503,343,S1,L1,R2,2019-01-26,1,Yes,38,22904.1
T1142504,337,S4,L2,R1,2019-01-26,1,Yes,121,54308.04
T1142505,334,S3,L2,R2,2019-01-26,1,Yes,43,23993.340000000004
T1142506,95,S3,L1,R1,2019-01-26,1,No,33,14454.45
T1142507,252,S3,L2,R1,2019-01-26,1,No,60,34683.0
T1142508,243,S4,L2,R2,2019-01-26,1,Yes,56,34151.04
T1142509,244,S2,L5,R4,2019-01-26,1,Yes,42,21460.95
T1142510,201,S4,L1,R1,2019-01-26,1,Yes,77,33086.76
T1142511,69,S1,L1,R4,2019-01-26,1,Yes,31,15886.56
T1142512,190,S3,L3,R1,2019-01-26,1,No,58,25994.7
T1142513,151,S1,L3,R2,2019-01-26,1,No,38,18883.95
T1142514,104,S1,L1,R2,2019-01-26,1,Yes,34,16995.69
T1142515,350,S1,L3,R2,2019-01-26,1,Yes,52,28178.34
T1142516,11,S4,L2,R1,2019-01-26,1,No,113,57433.350000000006
T1142517,32,S1,L1,R2,2019-01-26,1,Yes,39,21627.0
T1142518,259,S4,L1,R1,2019-01-26,1,Yes,65,28062.72
T1142519,270,S1,L1,R2,2019-01-26,1,No,53,31937.1
T1142520,208,S3,L1,R1,2019-01-26,1,Yes,57,26740.800000000003
T1142521,145,S1,L3,R1,2019-01-26,1,No,59,28179.300000000003
T1142522,276,S1,L1,R2,2019-01-26,1,No,57,30546.45
T1142523,256,S1,L2,R4,2019-01-26,1,Yes,37,22306.44
T1142524,328,S1,L3,R1,2019-01-26,1,Yes,35,17754.87
T1142525,165,S1,L1,R2,2019-01-26,1,Yes,31,15887.34
T1142526,291,S1,L3,R1,2019-01-26,1,Yes,43,21713.58
T1142527,219,S4,L2,R1,2019-01-26,1,Yes,78,33473.22
T1142528,126,S4,L2,R2,2019-01-26,1,No,131,72337.32
T1142529,237,S2,L3,R3,2019-01-26,1,No,29,16812.6
T1142530,148,S1,L1,R2,2019-01-26,1,Yes,28,16125.3
T1142531,228,S1,L1,R1,2019-01-26,1,No,43,22715.88
T1142532,199,S1,L1,R4,2019-01-26,1,Yes,29,16210.8
T1142533,4,S1,L1,R2,2019-01-26,1,No,54,26789.910000000003
T1142534,282,S1,L2,R2,2019-01-26,1,Yes,36,23821.14
T1142535,268,S1,L2,R1,2019-01-26,1,Yes,70,38274.3
T1142536,193,S2,L3,R4,2019-01-26,1,Yes,30,17222.1
T1142537,59,S1,L3,R1,2019-01-26,1,No,40,20302.59
T1142538,188,S3,L2,R1,2019-01-26,1,Yes,44,25881.96
T1142539,325,S3,L1,R2,2019-01-26,1,Yes,37,20146.050000000003
T1142540,179,S1,L1,R2,2019-01-26,1,No,54,27180.0
T1142541,5,S1,L1,R3,2019-01-26,1,Yes,55,27889.92
T1142542,304,S1,L1,R4,2019-01-26,1,Yes,52,26876.160000000003
T1142543,357,S4,L1,R1,2019-01-26,1,Yes,56,23748.120000000003
T1142544,60,S1,L5,R2,2019-01-26,1,Yes,34,15719.88
T1142545,321,S3,L1,R2,2019-01-26,1,Yes,74,39053.76
T1142546,335,S1,L1,R3,2019-01-26,1,Yes,49,24978.15
T1142547,35,S1,L1,R2,2019-01-26,1,Yes,40,18888.03
T1142548,319,S3,L1,R2,2019-01-26,1,Yes,85,46685.4
T1142549,99,S1,L1,R3,2019-01-26,1,No,50,24707.52
T1142550,53,S3,L1,R2,2019-01-26,1,Yes,66,34403.28
T1142551,31,S1,L5,R2,2019-01-26,1,Yes,37,17826.69
T1142552,82,S4,L2,R1,2019-01-26,1,Yes,93,44167.59
T1142553,338,S4,L2,R1,2019-01-26,1,Yes,68,36333.36
T1142554,349,S1,L1,R4,2019-01-26,1,No,60,34814.64
T1142555,205,S1,L1,R2,2019-01-26,1,No,63,34363.5
T1142556,86,S1,L1,R4,2019-01-26,1,Yes,36,20632.92
T1142557,308,S4,L2,R3,2019-01-26,1,No,69,34723.5
T1142558,186,S2,L5,R2,2019-01-26,1,Yes,20,10903.95
T1142559,294,S4,L2,R2,2019-01-26,1,Yes,86,42294.24
T1142560,315,S4,L2,R1,2019-01-26,1,No,82,37944.48
T1142561,247,S1,L1,R3,2019-01-26,1,Yes,39,24010.26
T1142562,206,S1,L1,R1,2019-01-26,1,Yes,35,18553.5
T1142563,310,S2,L5,R1,2019-01-26,1,Yes,33,16333.170000000002
T1142564,213,S1,L1,R2,2019-01-26,1,Yes,48,23405.25
T1142565,248,S1,L1,R2,2019-01-26,1,No,49,30444.120000000003
T1142566,356,S3,L3,R1,2019-01-26,1,Yes,73,32184.120000000003
T1142567,159,S2,L1,R3,2019-01-26,1,Yes,22,12465.0
T1142568,226,S2,L5,R4,2019-01-26,1,Yes,27,14574.420000000002
T1142569,242,S4,L1,R1,2019-01-26,1,No,83,35932.74
T1142570,105,S4,L2,R1,2019-01-26,1,Yes,92,44058.3
T1142571,345,S1,L1,R3,2019-01-26,1,Yes,51,33437.64
T1142572,68,S1,L2,R4,2019-01-26,1,No,74,47500.29
T1142573,280,S4,L2,R2,2019-01-26,1,Yes,82,37645.65
T1142574,6,S4,L1,R1,2019-01-26,1,Yes,89,42402.96
T1142575,72,S1,L2,R3,2019-01-26,1,No,44,27535.050000000003
T1142576,125,S4,L2,R1,2019-01-26,1,Yes,82,37357.65
T1142577,269,S1,L4,R1,2019-01-26,1,Yes,35,15910.95
T1142578,38,S1,L3,R2,2019-01-26,1,Yes,29,15033.69
T1142579,134,S1,L4,R1,2019-01-26,1,No,45,23589.09
T1142580,43,S1,L1,R2,2019-01-26,1,No,55,30107.22
T1142581,85,S4,L2,R1,2019-01-26,1,No,95,40715.52
T1142582,195,S4,L1,R1,2019-01-26,1,No,44,17697.510000000002
T1142583,137,S4,L1,R1,2019-01-26,1,No,61,30785.04
T1142584,9,S1,L1,R1,2019-01-26,1,No,27,13281.66
T1142585,121,S1,L1,R4,2019-01-26,1,No,48,29194.56
T1142586,317,S3,L1,R1,2019-01-26,1,No,70,33844.56
T1142587,360,S2,L1,R1,2019-01-26,1,Yes,29,17189.04
T1142588,258,S2,L4,R4,2019-01-26,1,No,26,15100.8
T1142589,147,S4,L2,R4,2019-01-26,1,No,82,34139.28
T1142590,169,S1,L2,R4,2019-01-26,1,Yes,32,18567.36
T1142591,158,S4,L2,R2,2019-01-26,1,Yes,74,32025.840000000004
